trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
72,False,"{'a': 0.1999999999999997, 'e': 0.24171401689703645}",20,5,21.991203810031013,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.1999999999999997, 'e': 0.23692775868212176}",30,20,17.491622499597533,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.1999999999999997, 'e': 0.23223627472975883}",25,7,5.246365359330552,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
75,False,"{'a': 0.1999999999999997, 'e': 0.22763768838381274}",20,9,17.204752959698947,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.1999999999999997, 'e': 0.22313016014842982}",20,9,16.549945470928893,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.1999999999999997, 'e': 0.21871188695221475}",30,19,14.580734126262005,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.1999999999999997, 'e': 0.21438110142697794}",20,7,27.74414401488335,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.1999999999999997, 'e': 0.21013607120076472}",20,0,-31.87060340792765,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
80,False,"{'a': 0.1999999999999997, 'e': 0.20597509820488344}",30,19,12.112852418801115,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.1999999999999997, 'e': 0.20189651799465538}",20,13,11.928125482485424,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.1999999999999997, 'e': 0.19789869908361465}",25,0,-29.479620097053772,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
83,False,"{'a': 0.1999999999999997, 'e': 0.19398004229089189}",30,6,30.539428124308397,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
84,False,"{'a': 0.1999999999999997, 'e': 0.1901389801015205}",25,5,-15.628909175087557,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
85,False,"{'a': 0.1999999999999997, 'e': 0.18637397603940997}",35,19,7.81580572725574,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
86,False,"{'a': 0.1999999999999997, 'e': 0.18268352405273466}",20,15,8.004149702118495,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.1999999999999997, 'e': 0.17906614791149322}",25,17,13.262585371331737,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
